objID	objStat	objName	GeneLength	chr	startpos	endpos	strand	objID.orig	objBin
10702	0.273156719101995	ZMPSTE24	36077	1	40723779	40759856	NA	10702	1
1863	0.218130320159229	COL9A2	17329	1	40766159	40783488	NA	1863	1
9110	-0.454157754341644	SMAP2	78476	1	40810522	40888998	NA	9110	1
10679	-0.228774447402692	ZFP69B	13616	1	40915774	40929390	NA	10679	1
10678	-0.271226930926202	ZFP69	19128	1	40942887	40962015	NA	10678	1
10939	-0.205719772035783	ZNF684	16608	1	40997233	41013841	NA	10939	1
6200	0.523733100297961	NFYC	79955	1	41157320	41237275	NA	6200	1
5571	0.777465701703774	MIR30E	91	1	41220027	41220118	NA	5571	1
5568	0.777465701703774	MIR30C1	88	1	41222956	41223044	NA	5568	1
4622	0.866244890173644	KCNQ4	56440	1	41249684	41306124	NA	4622	1
1683	0.949085283983149	CITED4	1289	1	41326729	41328018	NA	1683	1
2072	-0.267306501500149	CTPS1	33228	1	41445007	41478235	NA	2072	1
8552	-0.415505050168238	SCMH1	214954	1	41492872	41707826	NA	8552	1
3206	-0.270735753358145	FOXO6	21668	1	41827594	41849262	NA	3206	1
2643	-0.526521837041115	EDN2	5898	1	41944446	41950344	NA	2643	1
3969	-0.918219449944823	HIVEP3	529560	1	41972036	42501596	NA	3969	1
3751	0.519231179002399	GUCA2B	2403	1	42619092	42621495	NA	3751	1
3750	0.519231179002399	GUCA2A	2027	1	42628362	42630389	NA	3750	1
8202	0.182891460122294	RIMKLA	41783	1	42846466	42888249	NA	8202	1
7532	-1.48095116082076	PPCS	17268	1	42921788	42939056	NA	7532	1
7544	-0.200157337698692	PPIH	18333	1	43124096	43142429	NA	7544	1
10631	-0.200157337698692	YBX1	19922	1	43148098	43168020	NA	10631	1
1715	-0.135897859349049	CLDN19	7161	1	43198764	43205925	NA	1715	1
10942	0.260861607441685	ZNF691	5868	1	43312280	43318148	NA	10942	1
8944	-0.443733804419923	SLC2A1	33478	1	43391052	43424530	NA	8944	1
2623	0.424513865902289	EBNA1BP2	106761	1	43629846	43736607	NA	2623	1
5748	-1.1704447841933	MPL	14965	1	43803478	43818443	NA	5748	1
1422	-1.06724018782349	CDC20	4248	1	43824626	43828874	NA	1422	1
2753	-0.675542576967696	ELOVL1	4628	1	43829068	43833696	NA	2753	1
5418	-0.675542576967696	MED8	5891	1	43849588	43855479	NA	5418	1
4157	-0.61460519769417	HYI	2836	1	43916824	43919660	NA	4157	1
7843	-1.75582734257583	PTPRF	98485	1	43990858	44089343	NA	7843	1
4643	-1.96356227085022	KDM4A	55357	1	44115829	44171186	NA	4643	1
9374	-0.629308170487207	ST3GAL3	225336	1	44171495	44396831	NA	9374	1
683	0.25430804839741	ARTN	3921	1	44398992	44402913	NA	683	1
2525	0.429675214374971	DPH2	3369	1	44435672	44439041	NA	2525	1
796	0.429675214374971	ATP6V0B	3808	1	44440159	44443967	NA	796	1
869	0.407183175813472	B4GALT2	12225	1	44444615	44456840	NA	869	1
9054	0.319558629470557	SLC6A9	39967	1	44457172	44497139	NA	9054	1
2437	-2.44666919353687	DMAP1	7226	1	44679127	44686353	NA	2437	1
8285	0.0795655606120145	RNF220	246530	1	44870866	45117396	NA	8285	1
4694	0.343101599193136	KIF2C	27949	1	45205490	45233439	NA	4694	1
8422	-0.331379833480463	RPS8	3528	1	45240923	45244451	NA	8422	1
950	-0.331379833480463	BEST4	4120	1	45249257	45253377	NA	950	1
7390	-0.374997224865148	PLK3	5765	1	45265897	45271662	NA	7390	1
7788	-2.54893141345243	PTCH2	23219	1	45285516	45308735	NA	7788	1
2697	0.162141462133075	EIF2B3	135832	1	45316450	45452282	NA	2697	1
3853	0.564864182221809	HECTD3	8789	1	45468212	45477001	NA	3853	1
10379	0.554318739032429	UROD	3428	1	45477819	45481247	NA	10379	1
5936	1.95249928721093	MUTYH	11307	1	45794835	45806142	NA	5936	1
5695	-1.48943130327497	MMACHC	11014	1	45965725	45976739	NA	5695	1
7622	-1.48943130327497	PRDX1	12011	1	45976708	45988719	NA	7622	1
339	-1.61175095669415	AKR1A1	19506	1	46016215	46035721	NA	339	1
7268	-0.278676875000258	PIK3R3	136348	1	46505812	46642160	NA	7268	1
7496	0.490170575041721	POMGNT1	31623	1	46654354	46685977	NA	7496	1
7978	0.582601025926037	RAD54L	30785	1	46713360	46744145	NA	7978	1
5152	0.567981051904207	LRRC41	42412	1	46726868	46769280	NA	5152	1
10374	0.637012231353422	UQCRH	13145	1	46769303	46782448	NA	10374	1
6386	0.131358980356525	NSUN4	24975	1	46805849	46830824	NA	6386	1
2945	-0.67426853334051	FAAH	19583	1	46859937	46879520	NA	2945	1
5675	-0.809203043144858	MKNK1	59425	1	47023090	47082515	NA	5675	1
2185	0.0193374450647721	CYP4B1	61575	1	47223510	47285085	NA	2185	1
2183	0.63947635718851	CYP4A11	12307	1	47394849	47407156	NA	2183	1
2192	-0.00561086826554126	CYP4X1	89387	1	47427036	47516423	NA	2192	1
2184	-0.297745815545366	CYP4A22	12306	1	47603107	47615413	NA	2184	1
9592	-0.339940159588173	TAL1	15930	1	47681962	47697892	NA	9592	1
9425	-0.912939429391519	STIL	64008	1	47715811	47779819	NA	9425	1
1768	-0.981283839868857	CMPK1	45042	1	47799469	47844511	NA	1768	1
9039	-0.518955960390414	SLC5A9	25959	1	48688357	48714316	NA	9039	1
1488	-0.318600143686529	CDKN2C	13888	1	51426417	51440305	NA	1488	1
2835	2.95446942045607	EPS15	165065	1	51819935	51985000	NA	2835	1
6899	0.853770764472609	OSBPL9	212038	1	52042851	52254889	NA	6899	1
