objID	objStat	objName	GeneLength	chr	startpos	endpos	strand
55	-0.192040159955107	ABCF1	25803	6	30539153	30564956	NA
56	1.98043382507601	ABCG1	97555	21	43619799	43717354	NA
57	-1.13077101419603	ABCG2	141058	4	89011416	89152474	NA
58	-0.808830983378989	ABCG4	13638	11	119019722	119033360	NA
59	-0.268581390234527	ABCG5	26393	2	44039611	44066004	NA
60	-0.328548067156803	ABCG8	39502	2	44066103	44105605	NA
61	0.316052540632609	ABHD10	14353	3	111697857	111712210	NA
62	-1.00228188852422	ABHD12	96240	20	25275379	25371619	NA
63	0.655750390589211	ABHD14B	14899	3	52002526	52017425	NA
64	1.05690440188059	ABHD3	53908	18	19230858	19284766	NA
65	0.273076912447375	ABHD4	14119	14	23067146	23081265	NA
66	-0.482386404937188	ABHD5	44258	3	43731605	43775863	NA
67	0.782028924848553	ABHD6	58187	3	58223233	58281420	NA
68	-1.27979078156612	ABI1	114494	10	27035522	27150016	NA
69	-2.9658597683902	ABI2	119504	2	204192942	204312446	NA
70	2.69618137181774	ABL1	173729	9	133589333	133763062	NA
71	0.422375542832924	ABL2	130357	1	179068462	179198819	NA
72	-0.422959884779692	ABLIM1	253890	10	116190872	116444762	NA
73	-0.541242201765322	ABLIM2	193520	4	7967039	8160559	NA
74	1.0091332290028	ABLIM3	119059	5	148521046	148640105	NA
75	0.0917949305674749	ABR	225557	17	906758	1132315	NA
76	-3.41498562668207	ACAA1	34113	3	38144620	38178733	NA
77	1.03586114088115	ACAA2	30461	18	47309869	47340330	NA
78	-1.41449900385373	ACACA	324986	17	35441923	35766909	NA
79	0.161357174343717	ACACB	151631	12	109554400	109706031	NA
80	-0.931241969539814	ACAD10	71046	12	112123857	112194903	NA
81	0.979067598361248	ACAD11	102585	3	132276982	132379567	NA
82	0.659086261743124	ACAD8	12360	11	134123389	134135749	NA
83	2.27047921173579	ACAD9	36471	3	128598439	128634910	NA
84	-0.829576182386665	ACADL	37552	2	211052663	211090215	NA
85	0.441908355115057	ACADM	63224	1	76190036	76253260	NA
86	0.299138176574533	ACADS	14273	12	121163538	121177811	NA
87	-0.519154595592249	ACADSB	49332	10	124768495	124817827	NA
88	0.0894465846678622	ACADVL	8148	17	7120444	7128592	NA
89	0.102059999756126	ACAN	71911	15	89346674	89418585	NA
90	-0.112038874052103	ACAP1	14949	17	7239848	7254797	NA
91	0.271743494152261	ACAP2	168342	3	194995465	195163807	NA
92	0.174450634806317	ACAP3	17233	1	1227756	1244989	NA
93	-1.41497203288971	ACAT1	26260	11	107992243	108018503	NA
94	0.656184242024519	ACAT2	18784	6	160181360	160200144	NA
95	-0.59701082036624	ACBD3	42051	1	226332380	226374431	NA
96	0.426924860423722	ACBD4	11581	17	43209967	43221548	NA
97	0.0231515759980385	ACBD5	46913	10	27484146	27531059	NA
98	-0.8625148846173	ACBD6	227574	1	180244515	180472089	NA
99	2.17793011141885	ACBD7	11253	10	15119522	15130775	NA
100	-2.23206767473364	ACD	3298	16	67691415	67694713	NA
101	-0.390214010979774	ACE	44783	17	61554422	61599205	NA
102	-0.0123890419627418	ACER1	27487	19	6306153	6333640	NA
103	0.611548860857893	ACER2	43093	9	19408925	19452018	NA
104	-1.24322943612816	ACER3	165930	11	76571911	76737841	NA
105	-0.537196780802793	ACHE	6979	7	100487615	100494594	NA
106	2.20500428242871	ACIN1	37050	14	23527773	23564823	NA
107	1.14333253715806	ACKR3	14571	2	237476430	237491001	NA
108	1.16573425700837	ACKR4	21730	3	132316081	132337811	NA
109	0.651689378365303	ACLY	63634	17	40023161	40086795	NA
110	-0.593713045767109	ACMSD	63487	2	135596117	135659604	NA
111	0.409222122473179	ACO1	70149	9	32384618	32454767	NA
112	2.93881740480668	ACO2	59864	22	41865129	41924993	NA
113	-4.85815468246359	ACOT1	6680	14	74003818	74010498	NA
114	-0.833825341800977	ACOT11	96935	1	55007930	55104865	NA
115	-0.399857139631499	ACOT12	64174	5	80625824	80689998	NA
116	-0.43698504783317	ACOT13	38030	6	24667263	24705293	NA
117	-4.85815468246359	ACOT2	8033	14	74034324	74042357	NA
118	-4.85815468246359	ACOT4	4790	14	74058410	74063200	NA
119	-4.85815468246359	ACOT6	8943	14	74077649	74086592	NA
120	0.957551553771935	ACOT7	130122	1	6324329	6454451	NA
121	-0.643469623225531	ACOT8	15685	20	44470360	44486045	NA
122	-0.493960553311873	ACOX1	37927	17	73937588	73975515	NA
123	0.401737154718289	ACOX2	32183	3	58490863	58523046	NA
124	0.033474201366678	ACOX3	74441	4	8368009	8442450	NA
125	-0.491172444115642	ACOXL	385649	2	111490150	111875799	NA
126	0.700709814436928	ACP1	14143	2	264140	278283	NA
127	0.247394657185429	ACP2	9604	11	47260853	47270457	NA
128	0.25078059803025	ACP5	4348	19	11685475	11689823	NA
129	0.526781159960888	ACP6	41165	1	147101453	147142618	NA
130	-1.50995935465528	ACPP	50931	3	132036211	132087142	NA
131	-1.46100611959557	ACR	7138	22	51176624	51183762	NA
132	0.00306065990332924	ACSBG1	78220	15	78459810	78538030	NA
133	0.770701749936108	ACSBG2	57854	19	6135258	6193112	NA
134	0.214258476113456	ACSF2	48687	17	48503519	48552206	NA
135	-0.573616241953127	ACSF3	67471	16	89154783	89222254	NA
136	1.72097534643966	ACSL1	71223	4	185676749	185747972	NA
137	-0.950741911935136	ACSL3	83705	2	223725652	223809357	NA
138	-0.0557346309565554	ACSL5	54362	10	114133776	114188138	NA
139	1.62252334926344	ACSL6	205253	5	131142683	131347936	NA
140	-0.321709069479593	ACSM1	75653	16	20634559	20710212	NA
141	-0.094283517764992	ACSM2A	36208	16	20462783	20498991	NA
142	-2.37916964865581	ACSM2B	40201	16	20547548	20587749	NA
143	-1.05107517702312	ACSM3	187338	16	20621565	20808903	NA
144	-7.94193323830798	ACSM4	24440	12	7456880	7481320	NA
145	-0.0348086106780989	ACSM5	31802	16	20420856	20452658	NA
146	-0.745755233659707	ACSS1	52748	20	24986868	25039616	NA
147	-0.605528156811873	ACSS2	55820	20	33459949	33515769	NA
148	-1.28578239190678	ACSS3	318939	12	81331594	81650533	NA
149	-0.76899340773838	ACTA1	2853	1	229566992	229569845	NA
150	-0.639769275057251	ACTA2	56316	10	90694831	90751147	NA
151	-0.00745997870104039	ACTB	36633	7	5566782	5603415	NA
152	0.00357264197417486	ACTC1	8043	15	35080297	35088340	NA
153	0.130679521473494	ACTG1	13876	17	79476997	79490873	NA
154	0.18844031949615	ACTG2	27551	2	74119441	74146992	NA
155	-1.85981997810414	ACTL6A	25528	3	179280668	179306196	NA
156	-6.14605896154831	ACTL6B	13364	7	100240720	100254084	NA
157	0.937401338781315	ACTN1	105297	14	69340860	69446157	NA
158	0.193266082487709	ACTN2	78177	1	236849754	236927931	NA
159	0.0292295770943696	ACTN4	83934	19	39138289	39222223	NA
160	-0.38265665952023	ACTR10	34952	14	58666798	58701750	NA
161	-0.272789712174899	ACTR1A	23496	10	104238986	104262482	NA
162	-4.75742937254942	ACTR1B	8139	2	98272431	98280570	NA
163	-0.30807282743604	ACTR2	43500	2	65454887	65498387	NA
164	0.557247357758771	ACTR3	72636	2	114647537	114720173	NA
165	0.587282414276167	ACTR3B	95629	7	152456834	152552463	NA
166	0.430729564904116	ACTR3C	79809	7	149941005	150020814	NA
167	0.467120140693294	ACTR5	23749	20	37377085	37400834	NA
168	1.0068925283156	ACTR8	15136	3	53901093	53916229	NA
169	1.06497684476516	ACVR1	139416	2	158592958	158732374	NA
170	0.219599857132591	ACVR1B	45411	12	52345451	52390862	NA
171	1.98493572852898	ACVR1C	102238	2	158383279	158485517	NA
172	-0.32586211538297	ACVR2A	86307	2	148602086	148688393	NA
173	0.918770838054298	ACVR2B	39291	3	38495342	38534633	NA
174	0.7290228344268	ACVRL1	16453	12	52300692	52317145	NA
175	0.655750390589211	ACY1	14147	3	52009066	52023213	NA
176	0.402415538326217	ACY3	8104	11	67410026	67418130	NA
177	0.102859134461852	ACYP1	16262	14	75519924	75536186	NA
178	-0.988209557298113	ACYP2	334462	2	54197975	54532437	NA
179	0.330528467528909	ADA	32711	20	43248163	43280874	NA
180	0.788225451283058	ADAL	23224	15	43622872	43646096	NA
181	0.135718785561074	ADAM10	154774	15	58887403	59042177	NA
182	-0.561852030305385	ADAM11	22815	17	42836399	42859214	NA
183	0.109519597904172	ADAM12	376074	10	127700950	128077024	NA
184	-0.6125804664423	ADAM15	12210	1	155023042	155035252	NA
185	-0.782517642146542	ADAM17	67306	2	9628615	9695921	NA
186	-0.889308426301331	ADAM2	94554	8	39601254	39695808	NA
187	1.91704253189119	ADAM20	12657	14	70989075	71001732	NA
188	0.162874884556226	ADAM21	7748	14	70918874	70926622	NA
189	0.342315803197568	ADAM22	268746	7	87563458	87832204	NA
190	-1.85285128759036	ADAM23	177588	2	207308263	207485851	NA
191	-2.43890705464538	ADAM29	148512	4	175750819	175899331	NA
192	-0.38474891474601	ADAM30	2962	1	120436156	120439118	NA
193	0.439566591364695	ADAM8	14465	10	135075907	135090372	NA
194	-2.40977140409561	ADAM9	108275	8	38854388	38962663	NA
195	0.200000253226672	ADAMTS1	9662	21	28208066	28217728	NA
196	-0.0611635163929751	ADAMTS10	30494	19	8645126	8675620	NA
197	-0.19080679244984	ADAMTS12	368657	5	33523640	33892297	NA
198	0.614285989532887	ADAMTS13	45030	9	136279478	136324508	NA
199	-0.00442011778645103	ADAMTS14	89638	10	72432559	72522197	NA
200	-0.0842146557913479	ADAMTS15	27663	11	130318869	130346532	NA
201	1.49944773663431	ADAMTS16	179974	5	5140443	5320417	NA
202	2.46436973723344	ADAMTS17	370416	15	100511794	100882210	NA
203	0.523254456040451	ADAMTS18	187301	16	77281710	77469011	NA
204	-0.0591287211214307	ADAMTS19	278418	5	128795958	129074376	NA
205	0.684112819760962	ADAMTS2	234579	5	178537852	178772431	NA
206	0.536520131650072	ADAMTS20	198055	12	43747669	43945724	NA
207	0.217388175372238	ADAMTS3	287830	4	73146686	73434516	NA
208	-0.117264198249517	ADAMTS4	14748	1	161154098	161168846	NA
209	-0.873605342963711	ADAMTS5	48601	21	28290231	28338832	NA
210	0.295116379722433	ADAMTS6	333184	5	64444563	64777747	NA
211	0.0444008534159782	ADAMTS7	52228	15	79051545	79103773	NA
212	-2.80789580581511	ADAMTS8	24068	11	130274820	130298888	NA
213	1.47661777868134	ADAMTS9	172343	3	64501333	64673676	NA
214	0.758656843364442	ADAMTSL1	437056	9	18473892	18910948	NA
215	-0.306006686266626	ADAMTSL2	43355	9	136397286	136440641	NA
216	0.962922948716727	ADAMTSL3	385756	15	84322838	84708594	NA
217	0.496094823214738	ADAMTSL4	11529	1	150521884	150533413	NA
218	-0.108449059146624	ADAMTSL5	8586	19	1505017	1513603	NA
219	-0.917002709361203	ADAP1	57503	7	937540	995043	NA
220	0.41871397435509	ADAR	45937	1	154554538	154600475	NA
221	0.658499964825358	ADARB1	152710	21	46493768	46646478	NA
222	-0.470038757037146	ADAT1	26319	16	75630879	75657198	NA
223	-0.163500062102902	ADAT2	27841	6	143743969	143771810	NA
224	1.15870894872437	ADAT3	8067	19	1905377	1913444	NA
225	0.947334570835091	ADCY1	148976	7	45613739	45762715	NA
226	-0.689115446672444	ADCY10	104828	1	167778625	167883453	NA
227	-1.12847644232028	ADCY2	433873	5	7396321	7830194	NA
228	0.0400006052328883	ADCY3	100670	2	25042038	25142708	NA
229	-0.322158893716335	ADCY4	16744	14	24787555	24804299	NA
230	-0.955081270165225	ADCY5	167462	3	123001143	123168605	NA
231	-0.0508489055992077	ADCY6	22845	12	49159975	49182820	NA
232	-1.05041090509191	ADCY7	71998	16	50280048	50352046	NA
233	0.316726193644128	ADCY8	262125	8	131792547	132054672	NA
234	0.485553674908117	ADCY9	162798	16	4003388	4166186	NA
235	-0.393612448671828	ADCYAP1	7229	18	904944	912173	NA
236	1.18168022447846	ADCYAP1R1	59013	7	31092076	31151089	NA
237	-0.0517779118731139	ADD1	86219	4	2845584	2931803	NA
238	1.08231106277034	ADD2	160607	2	70834750	70995357	NA
239	0.864760506274804	ADD3	139197	10	111756126	111895323	NA
240	0.309785808092378	ADH1A	14661	4	100197524	100212185	NA
241	0.230151077331717	ADH1B	16437	4	100226121	100242558	NA
242	0.530805472881445	ADH4	34141	4	100044808	100078949	NA
243	-0.497566351522818	ADH5	17820	4	99992132	100009952	NA
244	0.542956518875735	ADH6	16899	4	100123795	100140694	NA
245	-1.48470381949372	ADH7	23476	4	100333418	100356894	NA
246	0.14421205611013	ADHFE1	41416	8	67342420	67383836	NA
247	-3.07095834766211	ADI1	22375	2	3501132	3523507	NA
248	1.22682094958615	ADIPOQ	15789	3	186560463	186576252	NA
249	-0.941122163528115	ADIPOR1	17749	1	202909951	202927700	NA
250	0.607893404867627	ADIPOR2	100104	12	1797740	1897844	NA
251	-0.917020017737054	ADIRF	15742	10	88727949	88743691	NA
252	-1.90172281762299	ADK	558101	10	75910960	76469061	NA
253	-6.37516887366493	ADM	2717	11	10326227	10328944	NA
254	-0.467112300516379	ADM2	4884	22	50919985	50924869	NA
255	-0.258157539851659	ADO	3722	10	64564516	64568238	NA
256	0.0623830796260392	ADORA1	76751	1	203059782	203136533	NA
257	-7.93470833930294	ADORA2A	24481	22	24813847	24838328	NA
258	0.161977173780755	ADORA2B	30829	17	15848231	15879060	NA
259	1.20962689701272	ADORA3	80614	1	112025970	112106584	NA
260	-0.879922676862114	ADPGK	34477	15	73043710	73078187	NA
261	-0.502893538868663	ADPRM	13639	17	10600911	10614550	NA
262	-0.485438719405802	ADRA1A	119123	8	26605667	26724790	NA
263	2.00544664699578	ADRA1B	55761	5	159343790	159399551	NA
264	0.00436672398322594	ADRA1D	28392	20	4201329	4229721	NA
265	-1.0183838065184	ADRA2A	3868	10	112836790	112840658	NA
266	-0.807626335841621	ADRA2B	3277	2	96778707	96781984	NA
267	0.561561241440961	ADRA2C	2176	4	3768075	3770251	NA
268	1.21509887359851	ADRB1	2861	10	115803806	115806667	NA
269	-0.331077266252028	ADRB2	2040	5	148206156	148208196	NA
270	-1.24207625527656	ADRB3	3967	8	37820516	37824483	NA
271	1.02889442434169	ADRM1	6769	20	60877149	60883918	NA
272	1.26130714734473	ADSL	43960	22	40742507	40786467	NA
273	0.968019809025365	ADSS	43640	1	244571796	244615436	NA
274	0.0123370416398521	ADSSL1	23139	14	105190523	105213662	NA
275	0.429518387493075	AEBP2	316756	12	19556979	19873735	NA
276	1.00198560321487	AES	10197	19	3052908	3063105	NA
277	-0.6592573312792	AFF1	206052	4	87856154	88062206	NA
278	-0.413537419300188	AFF4	88255	5	132211071	132299326	NA
279	-0.352725693968028	AFMID	20384	17	76183398	76203782	NA
280	0.493902475900561	AFP	25036	4	74296855	74321891	NA
281	-2.15520589294913	AGA	11733	4	178351924	178363657	NA
282	0.492058664360145	AGAP1	637711	2	236402733	237040444	NA
283	-6.19286876427034	AGAP2	16960	12	58118980	58135940	NA
284	1.29659831812991	AGAP3	58605	7	150782918	150841523	NA
285	0.330756948677613	AGER	3356	6	32148745	32152101	NA
286	-0.72816556648808	AGFG1	89062	2	228336868	228425930	NA
287	-0.823473205924151	AGGF1	35983	5	76325076	76361059	NA
288	0.381184186052428	AGK	104055	7	141250989	141355044	NA
289	-0.903034761044445	AGL	73939	1	100315640	100389579	NA
290	0.200427648585414	AGMAT	12757	1	15898848	15911605	NA
291	-0.667747622105214	AGMO	361697	7	15239943	15601640	NA
292	3.24426278939567	AGO1	59802	1	36335409	36395211	NA
293	-0.178053529038098	AGO2	104454	8	141541264	141645718	NA
294	3.11273706675329	AGO3	141782	1	36396319	36538101	NA
295	3.11995185349606	AGO4	49718	1	36273773	36323491	NA
296	0.347391220903296	AGPAT1	9884	6	32135989	32145873	NA
297	-1.10565379407521	AGPAT2	14280	9	139567595	139581875	NA
298	0.257773758712325	AGPAT3	121350	21	45285067	45406417	NA
299	-0.308430523775215	AGPAT4	144082	6	161551011	161695093	NA
300	1.4215009986013	AGPAT5	51306	8	6565878	6617184	NA
301	-0.560193628448659	AGPS	151192	2	178257372	178408564	NA
302	-5.13454992978551	AGRN	35993	1	955503	991496	NA
303	0.56372553197195	AGRP	1242	16	67516474	67517716	NA
304	0.930503234700022	AGT	11774	1	230838269	230850043	NA
305	0.790120188151097	AGTR1	45224	3	148415571	148460795	NA
306	1.77002693989448	AGTRAP	18718	1	11796141	11814859	NA
307	-0.257211782405125	AGXT	12023	2	241807896	241819919	NA
308	-0.63868083202342	AGXT2	49992	5	34998206	35048198	NA
309	-0.515874483285054	AHCTF1	92880	1	247002400	247095280	NA
310	0.688613778080585	AHCY	31534	20	32868074	32899608	NA
311	0.952671692573105	AHCYL1	39049	1	110527308	110566357	NA
312	-1.63555513499221	AHCYL2	205188	7	128864864	129070052	NA
313	-1.2726678746856	AHI1	214244	6	135604670	135818914	NA
314	-0.839984014805215	AHR	47530	7	17338246	17385776	NA
315	2.6490432579462	AHRR	134115	5	304291	438406	NA
316	-0.485574502009668	AHSG	8395	3	186330712	186339107	NA
317	-7.79062295505427	AICDA	10705	12	8754762	8765467	NA
318	2.08303074631119	AIFM2	34711	10	71857979	71892690	NA
319	0.485837752626921	AIM2	84612	1	159032274	159116886	NA
320	-1.42454990041761	AIMP1	33682	4	107236701	107270383	NA
321	1.11610034053342	AIMP2	14589	7	6048876	6063465	NA
322	0.246944577195485	AIP	8062	11	67250512	67258574	NA
323	0.506250417234903	AIRE	12810	21	45705721	45718531	NA
324	0.0416695056263729	AJUBA	11468	14	23440383	23451851	NA
325	-0.0568981940894086	AK1	11263	9	130628759	130640022	NA
326	0.770480205728853	AK2	73012	1	33473585	33546597	NA
327	-2.23555971343255	AK3	30888	9	4711155	4742043	NA
328	-0.152604063038868	AK4	84596	1	65613232	65697828	NA
329	0.400305298506098	AK5	277915	1	77747736	78025651	NA
330	-1.316287501205	AK7	97316	14	96858448	96955764	NA
331	0.626763306658064	AK8	153199	9	135600965	135754164	NA
332	-1.57649657383441	AK9	198361	6	109814059	110012420	NA
333	-0.57638444626412	AKAP1	36257	17	55162453	55198710	NA
334	0.547811235975647	AKAP10	74041	17	19807615	19881656	NA
335	-1.15744481170426	AKAP13	368784	15	85923802	86292586	NA
336	-0.538372190120715	AKAP5	9004	14	64932217	64941221	NA
337	0.768169314997994	AKAP8L	39093	19	15490859	15529952	NA
338	-0.667001791335157	AKAP9	169806	7	91570181	91739987	NA
339	-1.15834793602271	AKR1A1	19506	1	46016215	46035721	NA
340	-1.14145374650914	AKR1B1	16934	7	134127102	134144036	NA
341	-1.30265271585984	AKR1B10	13816	7	134212344	134226160	NA
342	0.459684348792009	AKR1B15	30739	7	134233888	134264627	NA
343	0.816259073392419	AKR1C1	90679	10	4934796	5025475	NA
344	-2.94913371155865	AKR1C2	30256	10	5029967	5060223	NA
345	-0.0509269368662769	AKR1C3	72332	10	5077546	5149878	NA
346	-0.135254919432634	AKR1C4	23487	10	5237425	5260912	NA
347	0.44169734739752	AKR1D1	115662	7	137687070	137802732	NA
348	1.08660707929583	AKR7A2	8181	1	19630459	19638640	NA
349	0.304108171918128	AKR7A3	6692	1	19609052	19615744	NA
350	-0.0253053435913712	AKT1	26402	14	105235686	105262088	NA
351	0.894274389308692	AKT1S1	9421	19	50372295	50381716	NA
352	0.214716002278453	AKT2	55219	19	40736224	40791443	NA
353	-0.96451813594261	AKT3	362846	1	243651535	244014381	NA
354	1.35652034110885	ALAD	15016	9	116148597	116163613	NA
355	-0.512168011904237	ALAS1	16241	3	52232102	52248343	NA
356	0.493902475900561	ALB	24298	4	74262831	74287129	NA
357	-1.11805570887363	ALCAM	209991	3	105085753	105295744	NA
358	0.145923222453834	ALDH18A1	50767	10	97365696	97416463	NA
359	-1.50951824051416	ALDH1A1	179780	9	75515578	75695358	NA
360	2.11490835596887	ALDH1A2	544443	15	58245622	58790065	NA
361	0.305732174554097	ALDH1A3	38912	15	101417919	101456831	NA
362	-0.441752779810276	ALDH1B1	5997	9	38392661	38398658	NA
363	-0.0715830721770058	ALDH1L1	94425	3	125822412	125916837	NA
364	-0.175904033180153	ALDH1L2	64787	12	105413568	105478355	NA
365	-0.864259982286237	ALDH2	43091	12	112204691	112247782	NA
366	-0.336457244722429	ALDH3A1	10959	17	19641297	19652256	NA
367	-0.56194415352231	ALDH3A2	29462	17	19551449	19580911	NA
368	-0.0375348996091408	ALDH3B1	20696	11	67776048	67796744	NA
369	0.410791730383466	ALDH3B2	19038	11	67429633	67448671	NA
370	-2.09524198168377	ALDH4A1	31349	1	19197926	19229275	NA
371	0.416520991170376	ALDH5A1	42355	6	24495080	24537435	NA
372	-1.53155328260674	ALDH6A1	27643	14	74523553	74551196	NA
373	0.0378447647511361	ALDH7A1	53577	5	125877533	125931110	NA
374	-0.486468560072023	ALDH8A1	32732	6	135238528	135271260	NA
375	1.21176292776854	ALDH9A1	36647	1	165631453	165668100	NA
376	-0.402961463203375	ALDOA	17367	16	30064411	30081778	NA
377	0.0467187049588612	ALDOB	15245	9	104182860	104198105	NA
378	-1.36020162947834	ALDOC	4149	17	26900133	26904282	NA
379	-0.439941343653257	ALG1	53677	16	5083703	5137380	NA
380	-1.06004371712519	ALG10	7413	12	34175216	34182629	NA
381	-0.305644623418774	ALG10B	7404	12	38710380	38717784	NA
382	-0.128861956408728	ALG11	17266	13	52586534	52603800	NA
383	1.92468057096737	ALG12	18229	22	50293877	50312106	NA
384	0.307965464757617	ALG14	98538	1	95439963	95538501	NA
385	2.90863081037782	ALG2	5530	9	101978708	101984238	NA
386	0.0809857919258888	ALG3	7247	3	183960089	183967336	NA
387	-1.11720469583275	ALG5	50486	13	37523912	37574398	NA
388	-0.530500980357647	ALG6	70972	1	63833261	63904233	NA
389	0.72096370466307	ALG8	38724	11	77811982	77850706	NA
390	-0.958107701005479	ALG9	89386	11	111652919	111742305	NA
391	1.74766631350975	ALK	728792	2	29415640	30144432	NA
392	0.44114461914875	ALKBH2	5440	12	109525996	109531436	NA
393	1.12520905997958	ALKBH3	39455	11	43902361	43941816	NA
394	-0.553298180551409	ALKBH5	26876	17	18086392	18113268	NA
395	-1.11493573281655	ALKBH8	63020	11	107373452	107436472	NA
396	0.150544272161121	ALLC	44476	2	3705785	3750261	NA
397	-2.5129256674207	ALMS1	225034	2	73612886	73837920	NA
398	0.230500616966264	ALOX12	14671	17	6899384	6914055	NA
399	-0.00320381318561505	ALOX12B	15067	17	7975954	7991021	NA
400	-0.743514336005484	ALOX15	11392	17	4534197	4545589	NA
401	-0.00320381318561505	ALOX15B	10117	17	7942335	7952452	NA
402	-0.0253301814200683	ALOX5	71900	10	45869661	45941561	NA
403	0.464551638441968	ALOX5AP	28911	13	31309645	31338556	NA
404	-0.0804869087805959	ALPI	3909	2	233320833	233324742	NA
405	1.10798877103243	ALPL	69047	1	21835858	21904905	NA
406	1.56244708470652	ALPP	4355	2	233243244	233247599	NA
407	0.518682879786114	ALS2	80635	2	202565277	202645912	NA
408	2.12139974859151	ALS2CL	24707	3	46710487	46735194	NA
409	0.0567376092335217	ALYREF	3749	17	79845713	79849462	NA
410	0.6745	AMACR	21937	5	33986283	34008220	NA
411	1.26577462760407	AMBP	18345	9	116822407	116840752	NA
412	2.36406170191737	AMBRA1	197711	11	46417964	46615675	NA
413	-1.35822001388292	AMD1	20943	6	111195973	111216916	NA
414	0.58153945009318	AMDHD1	25299	12	96337071	96362370	NA
415	-0.413453234200523	AMDHD2	11065	16	2570358	2581423	NA
416	-0.00841278858741837	AMFR	64086	16	56395364	56459450	NA
417	-1.36434424461679	AMH	2764	19	2249308	2252072	NA
418	1.21104804773146	AMHR2	7679	12	53817639	53825318	NA
419	-0.127838780877634	AMN	10940	14	103388993	103399933	NA
420	0.177374881284253	AMOTL1	170321	11	94439597	94609918	NA
421	-0.554028422805361	AMOTL2	19605	3	134074716	134094321	NA
422	-1.16737464818675	AMPD1	22520	1	115215719	115238239	NA
423	0.170456363779317	AMPD2	15947	1	110158726	110174673	NA
424	-0.243741983194964	AMPD3	199266	11	10329860	10529126	NA
425	1.85730577622779	AMPH	247862	7	38423305	38671167	NA
426	2.46431710968395	AMT	5975	3	49454211	49460186	NA
427	-5.4013675529779	AMY1A	9261	1	104197912	104207173	NA
