objID	objStat	objName	GeneLength	chr	startpos	endpos	strand
127	0.824004670933991	ACP2	9604	11	47260853	47270457	NA
128	1.17510996794707	ACP5	4348	19	11685475	11689823	NA
129	0.807262003545151	ACP6	41165	1	147101453	147142618	NA
130	-0.628850026373358	ACPP	50931	3	132036211	132087142	NA
131	-1.26166194475797	ACR	7138	22	51176624	51183762	NA
132	-0.672633905407206	ACSBG1	78220	15	78459810	78538030	NA
133	1.05389192572522	ACSBG2	57854	19	6135258	6193112	NA
134	-0.411136968816239	ACSF2	48687	17	48503519	48552206	NA
135	-1.76260652359293	ACSF3	67471	16	89154783	89222254	NA
136	-0.050839120793846	ACSL1	71223	4	185676749	185747972	NA
137	-0.0923821894097191	ACSL3	83705	2	223725652	223809357	NA
138	-0.373330309803739	ACSL5	54362	10	114133776	114188138	NA
139	2.61378636736337	ACSL6	205253	5	131142683	131347936	NA
140	0.522439952430723	ACSM1	75653	16	20634559	20710212	NA
141	0.383241727550743	ACSM2A	36208	16	20462783	20498991	NA
142	0.0889164274573552	ACSM2B	40201	16	20547548	20587749	NA
143	-0.0776696469720007	ACSM3	187338	16	20621565	20808903	NA
144	-7.7876580356645	ACSM4	24440	12	7456880	7481320	NA
145	0.33683309957231	ACSM5	31802	16	20420856	20452658	NA
146	0.874626876768506	ACSS1	52748	20	24986868	25039616	NA
147	-0.194907325208908	ACSS2	55820	20	33459949	33515769	NA
148	-0.998015198015009	ACSS3	318939	12	81331594	81650533	NA
149	1.37792597505748	ACTA1	2853	1	229566992	229569845	NA
150	-0.740000254436702	ACTA2	56316	10	90694831	90751147	NA
151	0.354369286577206	ACTB	36633	7	5566782	5603415	NA
152	0.51202660388545	ACTC1	8043	15	35080297	35088340	NA
153	1.18323039071274	ACTG1	13876	17	79476997	79490873	NA
154	-0.583226171935699	ACTG2	27551	2	74119441	74146992	NA
155	-0.207203851679736	ACTL6A	25528	3	179280668	179306196	NA
156	-3.67729506427168	ACTL6B	13364	7	100240720	100254084	NA
157	0.244854534639143	ACTN1	105297	14	69340860	69446157	NA
158	1.38874462257464	ACTN2	78177	1	236849754	236927931	NA
159	0.192513791825603	ACTN4	83934	19	39138289	39222223	NA
160	-0.16914293541817	ACTR10	34952	14	58666798	58701750	NA
161	0.221389367217555	ACTR1A	23496	10	104238986	104262482	NA
162	1.11734575268152	ACTR1B	8139	2	98272431	98280570	NA
163	-0.30100679755999	ACTR2	43500	2	65454887	65498387	NA
164	-1.25824755628265	ACTR3	72636	2	114647537	114720173	NA
165	-0.000274931795988186	ACTR3B	95629	7	152456834	152552463	NA
166	-0.703557885150101	ACTR3C	79809	7	149941005	150020814	NA
167	1.89963771840046	ACTR5	23749	20	37377085	37400834	NA
168	0.852612915349839	ACTR8	15136	3	53901093	53916229	NA
169	0.937229698109127	ACVR1	139416	2	158592958	158732374	NA
170	-0.593366099048943	ACVR1B	45411	12	52345451	52390862	NA
171	-0.397643555325741	ACVR1C	102238	2	158383279	158485517	NA
172	-0.319381569828718	ACVR2A	86307	2	148602086	148688393	NA
173	-0.918595382908002	ACVR2B	39291	3	38495342	38534633	NA
174	-0.543689376322933	ACVRL1	16453	12	52300692	52317145	NA
175	1.9306216069417	ACY1	14147	3	52009066	52023213	NA
176	0.548215040135599	ACY3	8104	11	67410026	67418130	NA
177	-1.64390966673639	ACYP1	16262	14	75519924	75536186	NA
178	-0.969324048573704	ACYP2	334462	2	54197975	54532437	NA
179	0.973619740734783	ADA	32711	20	43248163	43280874	NA
180	-1.6659324059286	ADAL	23224	15	43622872	43646096	NA
181	-0.259905385152299	ADAM10	154774	15	58887403	59042177	NA
182	-1.86021319481948	ADAM11	22815	17	42836399	42859214	NA
183	-0.0461599859481668	ADAM12	376074	10	127700950	128077024	NA
184	-0.375172349726912	ADAM15	12210	1	155023042	155035252	NA
185	-1.03867265374695	ADAM17	67306	2	9628615	9695921	NA
186	-0.951869076827386	ADAM2	94554	8	39601254	39695808	NA
187	-0.09104497355186	ADAM20	12657	14	70989075	71001732	NA
188	-1.56681803251879	ADAM21	7748	14	70918874	70926622	NA
189	-0.192593888501642	ADAM22	268746	7	87563458	87832204	NA
190	-1.38472271794222	ADAM23	177588	2	207308263	207485851	NA
191	0.590177913724609	ADAM29	148512	4	175750819	175899331	NA
192	-0.875353960045601	ADAM30	2962	1	120436156	120439118	NA
193	1.84921531665949	ADAM8	14465	10	135075907	135090372	NA
194	-1.51551127160444	ADAM9	108275	8	38854388	38962663	NA
195	1.16637033198416	ADAMTS1	9662	21	28208066	28217728	NA
196	0.741109853848877	ADAMTS10	30494	19	8645126	8675620	NA
197	-0.00233430070820303	ADAMTS12	368657	5	33523640	33892297	NA
198	-0.2920238908239	ADAMTS13	45030	9	136279478	136324508	NA
199	-0.800789222002024	ADAMTS14	89638	10	72432559	72522197	NA
200	-0.0756305779000915	ADAMTS15	27663	11	130318869	130346532	NA
201	0.459509540540573	ADAMTS16	179974	5	5140443	5320417	NA
202	0.863810648432711	ADAMTS17	370416	15	100511794	100882210	NA
203	-0.603277229031474	ADAMTS18	187301	16	77281710	77469011	NA
204	1.1194688114404	ADAMTS19	278418	5	128795958	129074376	NA
205	0.190177815888652	ADAMTS2	234579	5	178537852	178772431	NA
206	-0.726995798639963	ADAMTS20	198055	12	43747669	43945724	NA
207	-0.357513998628002	ADAMTS3	287830	4	73146686	73434516	NA
208	0.830460665769395	ADAMTS4	14748	1	161154098	161168846	NA
209	0.132268697594887	ADAMTS5	48601	21	28290231	28338832	NA
210	-0.711811771174913	ADAMTS6	333184	5	64444563	64777747	NA
211	0.705944843351972	ADAMTS7	52228	15	79051545	79103773	NA
212	0.144567975268566	ADAMTS8	24068	11	130274820	130298888	NA
213	1.4204853814759	ADAMTS9	172343	3	64501333	64673676	NA
214	0.0348790147982928	ADAMTSL1	437056	9	18473892	18910948	NA
215	-0.625720725538246	ADAMTSL2	43355	9	136397286	136440641	NA
216	-0.850245593790017	ADAMTSL3	385756	15	84322838	84708594	NA
217	-0.783465071656807	ADAMTSL4	11529	1	150521884	150533413	NA
218	-1.43333652142442	ADAMTSL5	8586	19	1505017	1513603	NA
219	-0.0129127432147855	ADAP1	57503	7	937540	995043	NA
220	-0.0266519171971103	ADAR	45937	1	154554538	154600475	NA
221	0.411657757126654	ADARB1	152710	21	46493768	46646478	NA
222	-0.767527762978421	ADAT1	26319	16	75630879	75657198	NA
223	0.21300620455084	ADAT2	27841	6	143743969	143771810	NA
224	0.128253312756723	ADAT3	8067	19	1905377	1913444	NA
225	0.194297260186165	ADCY1	148976	7	45613739	45762715	NA
226	0.508222435462201	ADCY10	104828	1	167778625	167883453	NA
227	-0.422488130057772	ADCY2	433873	5	7396321	7830194	NA
228	0.11665700652171	ADCY3	100670	2	25042038	25142708	NA
229	-0.663090249070084	ADCY4	16744	14	24787555	24804299	NA
230	0.78215310288041	ADCY5	167462	3	123001143	123168605	NA
231	1.01750665793595	ADCY6	22845	12	49159975	49182820	NA
232	-0.904375481121842	ADCY7	71998	16	50280048	50352046	NA
233	0.22994703156372	ADCY8	262125	8	131792547	132054672	NA
234	-0.191759376832769	ADCY9	162798	16	4003388	4166186	NA
235	0.0701396547014563	ADCYAP1	7229	18	904944	912173	NA
236	1.61541816677063	ADCYAP1R1	59013	7	31092076	31151089	NA
237	-0.812707586158011	ADD1	86219	4	2845584	2931803	NA
238	-0.460283646377555	ADD2	160607	2	70834750	70995357	NA
239	2.95955315692767	ADD3	139197	10	111756126	111895323	NA
240	0.0809835313275812	ADH1A	14661	4	100197524	100212185	NA
241	0.0126941372997642	ADH1B	16437	4	100226121	100242558	NA
242	0.447142830844936	ADH4	34141	4	100044808	100078949	NA
243	0.0749485310400711	ADH5	17820	4	99992132	100009952	NA
244	0.509912213175223	ADH6	16899	4	100123795	100140694	NA
245	-0.268387840698779	ADH7	23476	4	100333418	100356894	NA
246	3.61776488823359	ADHFE1	41416	8	67342420	67383836	NA
247	-0.163914395786919	ADI1	22375	2	3501132	3523507	NA
248	-0.255672819516156	ADIPOQ	15789	3	186560463	186576252	NA
249	0.508590017707191	ADIPOR1	17749	1	202909951	202927700	NA
250	-0.382525334672576	ADIPOR2	100104	12	1797740	1897844	NA
251	-0.666451563222842	ADIRF	15742	10	88727949	88743691	NA
252	-0.545765922453952	ADK	558101	10	75910960	76469061	NA
253	-0.508683440654768	ADM	2717	11	10326227	10328944	NA
254	-0.308212797865236	ADM2	4884	22	50919985	50924869	NA
255	-0.0356013847674253	ADO	3722	10	64564516	64568238	NA
256	0.952093166093679	ADORA1	76751	1	203059782	203136533	NA
257	0.0877310345211696	ADORA2A	24481	22	24813847	24838328	NA
258	0.969553138114048	ADORA2B	30829	17	15848231	15879060	NA
259	-0.233940742442111	ADORA3	80614	1	112025970	112106584	NA
260	-0.380795022357802	ADPGK	34477	15	73043710	73078187	NA
261	0.108689347409739	ADPRM	13639	17	10600911	10614550	NA
262	1.08707513990514	ADRA1A	119123	8	26605667	26724790	NA
263	0.476756826514887	ADRA1B	55761	5	159343790	159399551	NA
264	0.666006997805907	ADRA1D	28392	20	4201329	4229721	NA
265	0.345092937825489	ADRA2A	3868	10	112836790	112840658	NA
266	-2.81112782047744	ADRA2B	3277	2	96778707	96781984	NA
267	-0.0215225670302102	ADRA2C	2176	4	3768075	3770251	NA
268	0.00280950870092301	ADRB1	2861	10	115803806	115806667	NA
269	1.71914576929452	ADRB2	2040	5	148206156	148208196	NA
270	-3.35074414202095	ADRB3	3967	8	37820516	37824483	NA
271	-0.639211756868558	ADRM1	6769	20	60877149	60883918	NA
272	-1.40232287531089	ADSL	43960	22	40742507	40786467	NA
273	-1.06999858111372	ADSS	43640	1	244571796	244615436	NA
274	0.420910603149648	ADSSL1	23139	14	105190523	105213662	NA
275	0.266008629604922	AEBP2	316756	12	19556979	19873735	NA
276	0.892258224018663	AES	10197	19	3052908	3063105	NA
277	-1.04839943037259	AFF1	206052	4	87856154	88062206	NA
278	0.93246757774627	AFF4	88255	5	132211071	132299326	NA
279	0.050985378140299	AFMID	20384	17	76183398	76203782	NA
280	1.27395436217953	AFP	25036	4	74296855	74321891	NA
281	-0.0578084279492784	AGA	11733	4	178351924	178363657	NA
282	0.528413324405786	AGAP1	637711	2	236402733	237040444	NA
283	-0.539210422267111	AGAP2	16960	12	58118980	58135940	NA
284	-0.463645541814479	AGAP3	58605	7	150782918	150841523	NA
285	-0.555787062651368	AGER	3356	6	32148745	32152101	NA
286	1.5519153255292	AGFG1	89062	2	228336868	228425930	NA
287	-1.25239421315714	AGGF1	35983	5	76325076	76361059	NA
288	-0.28684891444423	AGK	104055	7	141250989	141355044	NA
289	-0.45607296061907	AGL	73939	1	100315640	100389579	NA
290	-1.15901693666788	AGMAT	12757	1	15898848	15911605	NA
291	-1.13048796059606	AGMO	361697	7	15239943	15601640	NA
292	3.8296155052003	AGO1	59802	1	36335409	36395211	NA
293	0.206948098628439	AGO2	104454	8	141541264	141645718	NA
294	3.76376990656614	AGO3	141782	1	36396319	36538101	NA
295	3.95616225886719	AGO4	49718	1	36273773	36323491	NA
296	-0.0972617551169882	AGPAT1	9884	6	32135989	32145873	NA
297	-0.0170964530195918	AGPAT2	14280	9	139567595	139581875	NA
298	0.66500460475241	AGPAT3	121350	21	45285067	45406417	NA
299	1.4850231940018	AGPAT4	144082	6	161551011	161695093	NA
300	0.901986925350269	AGPAT5	51306	8	6565878	6617184	NA
301	-1.26392022656286	AGPS	151192	2	178257372	178408564	NA
302	-2.12064673526931	AGRN	35993	1	955503	991496	NA
303	-0.0927004399720799	AGRP	1242	16	67516474	67517716	NA
304	1.62974392307971	AGT	11774	1	230838269	230850043	NA
305	0.33333381806515	AGTR1	45224	3	148415571	148460795	NA
306	-0.309037356764626	AGTRAP	18718	1	11796141	11814859	NA
307	-2.633988564617	AGXT	12023	2	241807896	241819919	NA
308	0.353152098656309	AGXT2	49992	5	34998206	35048198	NA
309	-0.445644149826539	AHCTF1	92880	1	247002400	247095280	NA
310	1.59431465283446	AHCY	31534	20	32868074	32899608	NA
311	-0.164368849979257	AHCYL1	39049	1	110527308	110566357	NA
312	0.156508079011978	AHCYL2	205188	7	128864864	129070052	NA
313	-0.796993933712978	AHI1	214244	6	135604670	135818914	NA
314	-0.81672105556481	AHR	47530	7	17338246	17385776	NA
315	-0.118317410800079	AHRR	134115	5	304291	438406	NA
316	-1.32446907203968	AHSG	8395	3	186330712	186339107	NA
317	-6.14313066305419	AICDA	10705	12	8754762	8765467	NA
318	3.47399929795073	AIFM2	34711	10	71857979	71892690	NA
319	1.43643595516358	AIM2	84612	1	159032274	159116886	NA
320	-2.64631818895062	AIMP1	33682	4	107236701	107270383	NA
321	-0.260998416413558	AIMP2	14589	7	6048876	6063465	NA
322	-0.141863859294157	AIP	8062	11	67250512	67258574	NA
323	0.193400254625673	AIRE	12810	21	45705721	45718531	NA
324	-1.84223106342911	AJUBA	11468	14	23440383	23451851	NA
325	0.108777581189704	AK1	11263	9	130628759	130640022	NA
326	-0.0393910717538148	AK2	73012	1	33473585	33546597	NA
327	-0.413225677470646	AK3	30888	9	4711155	4742043	NA
328	0.271460827390135	AK4	84596	1	65613232	65697828	NA
329	0.298005807473179	AK5	277915	1	77747736	78025651	NA
330	0.200844551275785	AK7	97316	14	96858448	96955764	NA
331	-0.191023492287097	AK8	153199	9	135600965	135754164	NA
332	-1.4039860827261	AK9	198361	6	109814059	110012420	NA
333	-0.949843608568455	AKAP1	36257	17	55162453	55198710	NA
334	-1.41611664661664	AKAP10	74041	17	19807615	19881656	NA
335	-0.543115071769468	AKAP13	368784	15	85923802	86292586	NA
336	-0.466027667786251	AKAP5	9004	14	64932217	64941221	NA
337	0.869112832014209	AKAP8L	39093	19	15490859	15529952	NA
338	-2.00442702952018	AKAP9	169806	7	91570181	91739987	NA
339	-2.33897843363965	AKR1A1	19506	1	46016215	46035721	NA
340	0.156191079502993	AKR1B1	16934	7	134127102	134144036	NA
341	1.59113432122898	AKR1B10	13816	7	134212344	134226160	NA
342	1.49350044054251	AKR1B15	30739	7	134233888	134264627	NA
343	1.69056061430169	AKR1C1	90679	10	4934796	5025475	NA
344	0.240437645222256	AKR1C2	30256	10	5029967	5060223	NA
345	0.147907998531292	AKR1C3	72332	10	5077546	5149878	NA
346	-0.646064548661011	AKR1C4	23487	10	5237425	5260912	NA
347	0.254944927214393	AKR1D1	115662	7	137687070	137802732	NA
348	-0.0290420174713246	AKR7A2	8181	1	19630459	19638640	NA
349	-0.0286706920035023	AKR7A3	6692	1	19609052	19615744	NA
350	-0.687241024618149	AKT1	26402	14	105235686	105262088	NA
351	-0.0443952931404789	AKT1S1	9421	19	50372295	50381716	NA
352	-1.75960951626437	AKT2	55219	19	40736224	40791443	NA
353	0.106280354093243	AKT3	362846	1	243651535	244014381	NA
354	0.302506326665776	ALAD	15016	9	116148597	116163613	NA
355	-0.187556897121697	ALAS1	16241	3	52232102	52248343	NA
356	1.27395436217953	ALB	24298	4	74262831	74287129	NA
357	0.0420183460100566	ALCAM	209991	3	105085753	105295744	NA
358	0.547001264350403	ALDH18A1	50767	10	97365696	97416463	NA
359	-0.140291496788379	ALDH1A1	179780	9	75515578	75695358	NA
360	2.14234613854913	ALDH1A2	544443	15	58245622	58790065	NA
361	-0.260500166853484	ALDH1A3	38912	15	101417919	101456831	NA
362	-0.421417823624765	ALDH1B1	5997	9	38392661	38398658	NA
363	0.0658145714275287	ALDH1L1	94425	3	125822412	125916837	NA
364	1.10942506000245	ALDH1L2	64787	12	105413568	105478355	NA
365	4.14959611190327	ALDH2	43091	12	112204691	112247782	NA
366	-0.153400341219801	ALDH3A1	10959	17	19641297	19652256	NA
367	-1.38750991885313	ALDH3A2	29462	17	19551449	19580911	NA
368	-1.28312222619606	ALDH3B1	20696	11	67776048	67796744	NA
369	0.414836322650012	ALDH3B2	19038	11	67429633	67448671	NA
370	-0.411847783624873	ALDH4A1	31349	1	19197926	19229275	NA
371	0.0752971950462848	ALDH5A1	42355	6	24495080	24537435	NA
372	0.675864012424361	ALDH6A1	27643	14	74523553	74551196	NA
373	-0.425656876987819	ALDH7A1	53577	5	125877533	125931110	NA
374	1.36011028600793	ALDH8A1	32732	6	135238528	135271260	NA
375	0.219090875452732	ALDH9A1	36647	1	165631453	165668100	NA
376	-0.185399164380434	ALDOA	17367	16	30064411	30081778	NA
377	-0.233972120225362	ALDOB	15245	9	104182860	104198105	NA
378	-0.788379757608481	ALDOC	4149	17	26900133	26904282	NA
379	-1.40400916913914	ALG1	53677	16	5083703	5137380	NA
380	-1.52169405394031	ALG10	7413	12	34175216	34182629	NA
381	-2.07108665938621	ALG10B	7404	12	38710380	38717784	NA
382	-0.643148310430512	ALG11	17266	13	52586534	52603800	NA
383	-1.48486379388888	ALG12	18229	22	50293877	50312106	NA
384	-0.489070646503085	ALG14	98538	1	95439963	95538501	NA
385	2.73707167238578	ALG2	5530	9	101978708	101984238	NA
386	0.0566478540085897	ALG3	7247	3	183960089	183967336	NA
387	-5.17559494550367	ALG5	50486	13	37523912	37574398	NA
388	0.279121699381759	ALG6	70972	1	63833261	63904233	NA
389	-1.29621638834507	ALG8	38724	11	77811982	77850706	NA
390	-0.369103567976851	ALG9	89386	11	111652919	111742305	NA
391	0.732176834809969	ALK	728792	2	29415640	30144432	NA
392	0.547408596659424	ALKBH2	5440	12	109525996	109531436	NA
393	-0.45741042139461	ALKBH3	39455	11	43902361	43941816	NA
394	0.141032361092404	ALKBH5	26876	17	18086392	18113268	NA
395	-0.193951179871817	ALKBH8	63020	11	107373452	107436472	NA
396	0.00145829203983624	ALLC	44476	2	3705785	3750261	NA
397	-1.48907435845382	ALMS1	225034	2	73612886	73837920	NA
398	1.60008365255335	ALOX12	14671	17	6899384	6914055	NA
399	0.0881975177936019	ALOX12B	15067	17	7975954	7991021	NA
400	-0.93938400130157	ALOX15	11392	17	4534197	4545589	NA
401	-0.43342555407253	ALOX15B	10117	17	7942335	7952452	NA
402	-0.000308321806208504	ALOX5	71900	10	45869661	45941561	NA
403	0.396484135330466	ALOX5AP	28911	13	31309645	31338556	NA
404	1.37547566409663	ALPI	3909	2	233320833	233324742	NA
405	1.03482575267372	ALPL	69047	1	21835858	21904905	NA
406	0.931939238563061	ALPP	4355	2	233243244	233247599	NA
407	-0.479631177265388	ALS2	80635	2	202565277	202645912	NA
408	2.10779937563829	ALS2CL	24707	3	46710487	46735194	NA
409	1.31297146528529	ALYREF	3749	17	79845713	79849462	NA
410	0.0385352577299018	AMACR	21937	5	33986283	34008220	NA
411	0.241540448325482	AMBP	18345	9	116822407	116840752	NA
412	-1.11946615848141	AMBRA1	197711	11	46417964	46615675	NA
413	-0.196504493052708	AMD1	20943	6	111195973	111216916	NA
414	-0.307133689765403	AMDHD1	25299	12	96337071	96362370	NA
415	-0.343835966402173	AMDHD2	11065	16	2570358	2581423	NA
416	-1.16014705410209	AMFR	64086	16	56395364	56459450	NA
417	-0.863133171338222	AMH	2764	19	2249308	2252072	NA
418	0.96455647935092	AMHR2	7679	12	53817639	53825318	NA
419	-0.320876277868794	AMN	10940	14	103388993	103399933	NA
420	1.81752030581919	AMOTL1	170321	11	94439597	94609918	NA
421	-0.257859753640239	AMOTL2	19605	3	134074716	134094321	NA
422	-0.61759383525211	AMPD1	22520	1	115215719	115238239	NA
423	0.491506334341405	AMPD2	15947	1	110158726	110174673	NA
424	0.523970072954802	AMPD3	199266	11	10329860	10529126	NA
425	-0.834996669720811	AMPH	247862	7	38423305	38671167	NA
426	2.6651373862319	AMT	5975	3	49454211	49460186	NA
427	-5.40703067367701	AMY1A	9261	1	104197912	104207173	NA
